Id,Label,timeset,eigencentrality,modularity_class,Degree
4119,"IMPEY, CD",,0.038762,0,43
4120,"FOLTZ, CB",,0.041324,0,43
4121,"PETRY, D",,0.058398,0,68
4122,"BRADBURY, SM",,0.270903,0,97
4123,"KONOPELKO, A",,0.017601,0,24
4124,"FERNANDEZ, J",,0.045248,0,45
4125,"COLLABORATION, EATH",,0.006288,0,4
4126,"BAHCALL, J",,0.11194,0,59
4127,"CHENG, B",,0.00093,0,3
4128,"VALENCIA, GFSVD",,0.000339,0,2
4129,"CLAYTON, DD",,0.000267,0,1
4130,"WALLER, JK",,0.002335,0,11
4131,"CORNETT, WH",,0.002335,0,11
4132,"BOHLIN, RH",,0.002335,0,11
4133,"CHENG, RC",,0.002335,0,11
4134,"NEFF, KP",,0.002335,0,11
4135,"OCONNELL, SG",,0.002335,0,11
4136,"ROBERTS, RW",,0.002335,0,11
4137,"SMITH, MS",,0.003506,0,15
4138,"HINTZEN, AM",,0.002335,0,11
4139,"SMITH, PMN",,0.002335,0,11
4140,"P, E",,0.002335,0,11
4141,"P, T",,0.002335,0,11
4142,"GEORGE, IM",,0.121355,0,56
4143,"LEQUEUX, J",,0.01188,0,28
4144,"FORT, MD",,0.001855,0,4
4145,"FORT, YMMD",,0.001855,0,4
4146,"CHARDONNET, P",,0.000891,0,4
4147,"SALATI, P",,0.005924,0,14
4148,"TAILLET, R",,0.005116,0,10
4149,"PETERSON, JB",,0.020763,0,40
4150,"BAKKER, KJ",,0.000514,0,1
4151,"EDELSON, RA",,0.021756,0,20
4152,"OOHARA, K",,0.008618,0,2
4153,"NAMAMURA, T",,0.000233,0,1
4154,"SINGH, TP",,0,0,0
4155,"HELLINGS, RW",,0.000768,0,4
4156,"BAUROV, YA",,0.000419,0,3
4157,"EFIMOV, AA",,0.000289,0,2
4158,"SHPITALNAYA, AA",,0.000289,0,2
4159,"ASADA, H",,0.001925,0,8
4160,"FUTAMASE, T",,0.004302,0,11
4161,"BOUSSO, R",,0.001223,0,6
4162,"HAWKING, SW",,0.000843,0,5
4163,"JOYCE, M",,0.002549,0,9
4164,"BURGESS, CP",,0.00115,0,8
4165,"MICHAUD, D",,0.000319,0,2
4166,"BEACOM, JF",,0.000368,0,2
4167,"CHOI, K",,0.000753,0,5
4168,"KIM, JE",,0.00094,0,6
4169,"ANDERSON, GW",,0.001631,0,3
4170,"SEGRE, G",,0.000527,0,2
4171,"POPOV, AD",,0.000283,0,2
4172,"BORDEMANN, M",,0.000283,0,2
4173,"ROEMER, H",,0.000283,0,2
4174,"CIDFERNANDES, R",,0.004425,0,10
4175,"PLEWA, T",,0.006149,0,20
4176,"ROZYCZKA, M",,0.005517,0,17
4177,"FRANCO, J",,0.005303,0,17
4178,"MILLER, W",,0.002155,0,6
4179,"MARCY, GW",,0.009245,0,20
4180,"HOEK, BVD",,0.000507,0,2
4181,"VANKOV, TSHP",,0,0,0
4182,"HILL, JM",,0.007637,0,18
4183,"OWEN, FN",,0.01819,0,25
4184,"GONDEK, D",,0.010401,0,9
4185,"MCNARONBROWN, K",,0.015803,0,14
4186,"SMITH, D",,0.231268,0,120
4187,"GRUBER, E",,0.010399,0,10
4188,"NAGASE, F",,0.049082,0,44
4189,"KOTANI, T",,0.015655,0,12
4190,"SEGAWA, Y",,0.010909,0,6
4191,"HONMA, F",,0.001217,0,2
4192,"CHEN, XM",,0.000815,0,3
4193,"GRANATH, M",,0.000815,0,3
4194,"MCBRIDE, J",,0.005224,0,17
4195,"PENG, H",,0.006404,0,20
4196,"XIN, H",,0.005224,0,17
4197,"LAVEIGNE, J",,0.006404,0,20
4198,"BOMANS, DJ",,0.004637,0,16
4199,"BOER, KSD",,0.009607,0,37
4200,"KOORNNEEF, J",,0.01594,0,21
4201,"TUTUI, Y",,0.00678,0,19
4202,"ICHIKAWA, T",,0.002103,0,9
4203,"WAKAMATSU, K",,0.001627,0,7
4204,"KAZES, I",,0.001627,0,7
4205,"DICKEY, J",,0.001808,0,8
4206,"MOELLER, CS",,0.000575,0,2
4207,"NEUMANN, D",,0.021894,0,14
4208,"BECKMAN, JHKJE",,0,0,0
4209,"FINOGUENOV, A",,0.003449,0,5
4210,"REPHAELI, Y",,0.07603,0,50
4211,"MAJEWSKI, S",,0.006021,0,4
4212,"THOMPSON, I",,0.026115,0,22
4213,"SMAIL, IR",,0.006021,0,4
4214,"LEE, JC",,0.09606,0,48
4215,"BOSCH, FCVD",,0.00419,0,12
4216,"THORNLEY, MD",,0.008569,0,12
4217,"ADAMS, J",,0.00052,0,3
4218,"DANIELSSON, UH",,0.00052,0,3
4219,"RUBINSTEIN, H",,0.000944,0,5
4220,"IMAMURA, K",,0.00028,0,1
4221,"CROTTS, A",,0.00974,0,22
4222,"DUFOUR, RJ",,0.010902,0,23
4223,"HEATHCOTE, S",,0.008217,0,18
4224,"MARTIN, PG",,0.00972,0,24
4225,"ODELL, CR",,0.007418,0,15
4226,"RUBIN, RH",,0.018671,0,35
4227,"TIELENS, AGGM",,0.021131,0,48
4228,"WALTER, DK",,0.00728,0,14
4229,"WEN, Z",,0.00728,0,14
4230,"SWANK, JH",,0.058454,0,38
4231,"ZHANG, W",,0.060531,0,42
4232,"MORGAN, EH",,0.070658,0,45
4233,"HOOPES, CG",,0.000885,0,4
4234,"WALTERBOS, RAM",,0.001419,0,8
4235,"GREENAWALT, BE",,0.000339,0,2
4236,"GIROLAMO, TD",,0.004518,0,2
4237,"SETTI, G",,0.007176,0,6
4238,"MAUERSBERGER, R",,0.002622,0,10
4239,"FORD, L",,0.016988,0,7
4240,"BAND, D",,0.297731,0,107
4241,"FERREIRA, J",,0.000135,0,1
4242,"LAURENTMUEHLEISEN, SA",,0.054327,0,58
4243,"KOLLGAARD, RI",,0.073043,0,33
4244,"RYAN, PJ",,0.004676,0,5
4245,"FEIGELSON, ED",,0.010766,0,14
4246,"ZANCHIN, V",,0.000791,0,4
4247,"PERLMAN, ES",,0.008125,0,10
4248,"MORGAN, SM",,0.005177,0,1
4249,"LARSSON, S",,0.002846,0,4
4250,"VAZQUEZ, RA",,0.001723,0,10
4251,"BILIC, N",,0.000455,0,3
4252,"VIOLLIER, RD",,0.000864,0,6
4253,"NOLAN, PL",,0.006576,0,11
4254,"TEAM, TE",,0.000261,0,1
4255,"HAARSMA, DB",,0.00506,0,9
4256,"BURKE, BF",,0.013174,0,12
4257,"GOZZOLI, E",,0.001399,0,3
4258,"GOODWIN, SP",,0.001686,0,5
4259,"XU, G",,0.022481,0,31
4260,"ROGAVA, AD",,0.000283,0,2
4261,"BEREZHIANI, VI",,0.000283,0,2
4262,"MAHAJAN, SM",,0.000283,0,2
4263,"NG, YK",,0.00412,0,8
4264,"WATSON, PJS",,0,0,0
4265,"FREEDMAN, WL",,0.13281,0,90
4266,"MADORE, BF",,0.141363,0,89
4267,"GRIVELL, IJ",,0.001052,0,3
4268,"KEPNER, J",,0.005605,0,15
4269,"SUMMERS, F",,0.000629,0,2
4270,"VARSHALOVICH, DA",,0.004533,0,8
4271,"IVANCHIK, AYPAV",,0.001225,0,3
4272,"PANCHUK, VE",,0.002187,0,9
4273,"TRUSHKIN, SA",,0.002174,0,6
4274,"GUBANOV, AG",,0.00226,0,7
4275,"VERKHODANOV, OV",,0.005925,0,19
4276,"TITOV, VB",,0.001971,0,5
4277,"MICOL, A",,0.019982,0,22
4278,"SCULLY, S",,0.002062,0,5
4279,"EIKENBERRY, SS",,0.009351,0,11
4280,"FAZIO, GG",,0.126087,0,55
4281,"RANSOM, SM",,0.004277,0,5
4282,"MIDDLEDITCH, J",,0.006912,0,9
4283,"KRISTIAN, J",,0.00721,0,8
4284,"BERGER, M",,0.029821,0,13
4285,"LAMB, F",,0.029821,0,13
4286,"KUULKERS, E",,0.222115,0,91
4287,"AUGUSTEIJN, T",,0.360933,0,112
4288,"MARSHALL, FE",,0.042219,0,32
4289,"LAPIDUS, I",,0.031406,0,16
4290,"LOCHNER, JC",,0.029821,0,13
4291,"STROHMAYER, TE",,0.067571,0,37
4292,"THEODORE, B",,0.006749,0,9
4293,"MENDEZ, RA",,0.013437,0,12
4294,"MARCHI, GD",,0.017946,0,13
4295,"BAKER, A",,0.049004,0,31
4296,"BOURNER, PD",,0.003561,0,3
4297,"COHEN, LYJG",,0,0,0
4298,"LIEBSCHER, T",,0.00059,0,2
4299,"CHAFFEE, F",,0.140552,0,50
4300,"FOLTZ, C",,0.009136,0,9
4301,"GUSEVA, NG",,0.009411,0,12
4302,"MANKO, V",,0.00141,0,4
4303,"MARMO, G",,0.007524,0,21
4304,"HURWITZ, M",,0.008034,0,20
4305,"MARENGO, M",,0.004414,0,10
4306,"CANIL, G",,0.001566,0,5
4307,"SILVESTRO, G",,0.001566,0,5
4308,"ORIGLIA, L",,0.008029,0,14
4309,"BUSSO, M",,0.004667,0,19
4310,"PERSI, P",,0.022129,0,32
4311,"DAVIES, G",,0.000216,0,1
4312,"ALTENA, WFV",,0.00963,0,21
4313,"GIRARD, TM",,0.004378,0,8
4314,"MAJEWSKI, SR",,0.017002,0,26
4315,"EFROIMSKY, M",,0.000194,0,1
4316,"ANUPAMA, GC",,0.000848,0,3
4317,"WESSON, PS",,0.000363,0,2
4318,"LEPOCK, JR",,0.000363,0,2
4319,"HILL, GC",,0,0,0
4320,"KULSRUD, RM",,0.002705,0,5
4321,"CARMELI, M",,0.000271,0,2
4322,"BORNER, G",,0.009492,0,16
4323,"LINN, A",,0.000833,0,4
4324,"BUCK, C",,0.000833,0,4
4325,"TINKER, J",,0.000833,0,4
4326,"BLACK, JH",,0.004352,0,14
4327,"JACOBSEN, B",,0.001534,0,7
4328,"ANGEL, JRP",,0.002801,0,14
4329,"WOOLF, N",,0.001534,0,7
4330,"LLOYDHART, M",,0.002617,0,13
4331,"GRAY, P",,0.001534,0,7
4332,"FUGATE, RQ",,0.001534,0,7
4333,"REGOMONTEIRO, M",,0.00072,0,4
4334,"TSALLIS, C",,0.001159,0,7
4335,"RAWSON, DM",,0.056865,0,27
4336,"BAILEY, J",,0.001427,0,2
4337,"FRANCIS, PJ",,0.020943,0,19
4338,"MOEHLER, S",,0.009698,0,12
4339,"HEBER, U",,0.014034,0,27
4340,"RUPPRECHT, G",,0.000737,0,2
4341,"KUHLMAN, B",,0.000615,0,2
4342,"PALMER, P",,0.000713,0,1
4343,"JR, AO",,0.017349,0,10
4344,"BUTCHER, H",,0.020247,0,12
4345,"KRISS, G",,0.002373,0,6
4346,"GRIMES, J",,0.002373,0,6
4347,"ESPEY, B",,0.002646,0,8
4348,"DAVIDSEN, A",,0.002373,0,6
4349,"GELATO, S",,0.002638,0,8
4350,"WASSERMAN, I",,0.007411,0,20
4351,"SCHARTEL, N",,0.018016,0,17
4352,"ANDERSON, SF",,0.012014,0,19
4353,"MARANI, GF",,0.010532,0,5
4354,"BUTNER, HM",,0.00619,0,14
4355,"LAOR, A",,0.050957,0,34
4356,"MADRAS, C",,0.000722,0,2
4357,"NAYAKSHIN, S",,0.002366,0,7
4358,"CORSI, CE",,0.015327,0,21
4359,"FEDERICI, L",,0.010195,0,8
4360,"PARMEGGIANI, G",,0.011501,0,15
4361,"ASCHWANDEN, MJ",,0.000135,0,1
4362,"GOTTHELF, EV",,0.023759,0,32
4363,"HAMILTON, TT",,0.002189,0,2
4364,"DICKINSON, ME",,0.074708,0,52
4365,"FRUCHTER, A",,0.225602,0,62
4366,"REMILLARD, PBRA",,0.020322,0,7
4367,"WILLIAMS, RE",,0.063831,0,47
4368,"TEAM, TH",,0.001129,0,1
4369,"RODRIGUEZ, JBLF",,0.000226,0,1
4370,"G, JFB",,0.000596,0,3
4371,"DOMINGUEZ, A",,0.001563,0,8
4372,"SEMIKOZ, V",,0.00106,0,5
4373,"DIMOPOULOS, S",,0.001394,0,8
4374,"GIUDICE, GF",,0.001325,0,6
4375,"POMAROL, A",,0.000355,0,2
4376,"BUCCELLA, F",,0.000516,0,3
4377,"GUALDI, C",,0.000516,0,3
4378,"FALK, T",,0.001835,0,7
4379,"OLIVE, K",,0.002357,0,6
4380,"SCHMITT, M",,0.005883,0,20
4381,"GARCIACOMPEAN, H",,0.000296,0,2
4382,"PEREZLORENZANA, A",,0.000641,0,4
4383,"ZEPEDA, A",,0.000296,0,2
4384,"BAZEIA, D",,0.000135,0,1
4385,"HEYL, JS",,0.008628,0,8
4386,"CANOOTT, D",,0.0009,0,4
4387,"COLLATZ, R",,0.0009,0,4
4388,"BALDO, M",,0.000898,0,5
4389,"BURGIO, GF",,0.000898,0,5
4390,"RAKITYANSKY, SA",,0.001144,0,7
4391,"SOFIANOS, SA",,0.001144,0,7
4392,"HOWELL, LL",,0.000689,0,4
4393,"BRAUN, M",,0.000689,0,4
4394,"BELYAEV, VB",,0.00143,0,9
4395,"HERMIT, S",,0.011688,0,6
4396,"REEVES, H",,0.001062,0,3
4397,"KOZLOVSKY, B",,0.002053,0,8
4398,"OMONT, A",,0.06196,0,79
4399,"GUILLOTEAU, S",,0.046251,0,41
4400,"ALDCROFT, BWT",,0.001,0,1
4401,"P, M",,0.002352,0,6
4402,"DEUTSCH, EW",,0.092469,0,29
4403,"WACHTER, S",,0.006742,0,6
4404,"PATTON, DR",,0.064729,0,41
4405,"PRATON, EA",,0.000487,0,2
4406,"MCKEE, MQ",,0.000487,0,2
4407,"DEVLIN, M",,0.002783,0,7
4408,"NETTERFIELD, B",,0.002783,0,7
4409,"WOLLACK, E",,0.002171,0,5
4410,"SORNBORGER, A",,0.002394,0,9
4411,"OLSON, K",,0.000851,0,4
4412,"MACNEICE, P",,0.000542,0,3
4413,"WEBSTER, M",,0.018052,0,35
4414,"MCDOWELL, JC",,0.020512,0,15
4415,"ROTTGERING, HJA",,0.03946,0,54
4416,"TANG, Y",,0.006678,0,6
4417,"BREMER, MAR",,0.006678,0,6
4418,"MILEY, GK",,0.055018,0,63
4419,"RENGELINK, RB",,0.007944,0,8
4420,"BREMER, MN",,0.051826,0,52
4421,"CORDES, JM",,0.004696,0,14
4422,"LAZIO, TJW",,0.005312,0,10
4423,"P, LK",,0.000135,0,1
4424,"G, YD",,0.000135,0,1
4425,"ZACHARIAS, MI",,0.000469,0,3
4426,"DOUGLASS, GG",,0.000469,0,3
4427,"WYCOFF, GL",,0.000469,0,3
4428,"WILSON, AS",,0.047358,0,51
4429,"SIMPSON, C",,0.044304,0,54
4430,"BOWER, GA",,0.016459,0,19
4431,"DELLANTONIO, IP",,0.000493,0,2
4432,"SILBER, AD",,0.001935,0,3
4433,"DOWNES, RA",,0.003414,0,5
4434,"BEDNAREK, I",,0.000283,0,2
4435,"BIESIADA, M",,0.000283,0,2
4436,"MANKA, R",,0.000283,0,2
4437,"BAYM, G",,0.000385,0,2
4438,"ASANO, K",,0.000364,0,2
4439,"KRAUS, P",,0.000192,0,1
4440,"OJIK, RV",,0.011139,0,15
4441,"CHAMBERS, KC",,0.003188,0,5
4442,"BREUGEL, WJMV",,0.022336,0,24
4443,"KOFF, SD",,0.010008,0,12
4444,"STRICKLAND, D",,0.000296,0,2
4445,"PONMAN, T",,0.000608,0,4
4446,"STEVENS, I",,0.000296,0,2
4447,"ROMEO, G",,0.038472,0,41
4448,"GOUDA, MNN",,0,0,0
4449,"JAGER, FWSOCD",,0,0,0
4450,"FOLKES, SR",,0.048431,0,24
4451,"TRICOTTET, M",,0.00127,0,4
4452,"KATZ, D",,0.002174,0,9
4453,"BEDNARZ, J",,0.000182,0,1
4454,"SAGLIA, RP",,0.013135,0,27
4455,"UNIVERSITATSSTERNWARTE, BZZ",,0.00137,0,2
4456,"DOMGORGEN, H",,0.000525,0,2
4457,"DAHLEM, M",,0.015331,0,8
4458,"DETTMAR, RJ",,0.001553,0,8
4459,"CARLSTROM, JE",,0.017642,0,35
4460,"LAY, OP",,0.002023,0,6
4461,"HILLS, RE",,0.001729,0,5
4462,"WARDTHOMPSON, D",,0.002145,0,8
4463,"OJEDA, MJ",,0.007999,0,11
4464,"BRITTON, MC",,0.015206,0,18
4465,"FLANAGAN, CS",,0.007999,0,11
4466,"SMITS, DP",,0.010398,0,18
4467,"VERSCHUEREN, W",,0.00035,0,1
4468,"BEZCHASTNOV, VG",,0.000412,0,2
4469,"BARTON, E",,0.074526,0,45
4470,"RAMELLA, M",,0.069139,0,69
4471,"PENG, E",,0,0,0
4472,"HATAKEYAMA, M",,0.000906,0,4
4473,"MIYOSHI, M",,0.005183,0,12
4474,"NAKAMICHI, A",,0.003373,0,14
4475,"HARARI, D",,0.000897,0,4
4476,"HAYWARD, J",,0.000407,0,2
4477,"RESHETNIKOV, VP",,0.000474,0,3
4478,"HAGENTHORN, VA",,0.00029,0,2
4479,"YAKOVLEVA, VA",,0.00029,0,2
4480,"STIRLING, AJ",,0.001597,0,1
4481,"ROETTIGER, K",,0.008246,0,16
4482,"KUNCIC, Z",,0.00566,0,4
4483,"LAYDEN, AC",,0.007406,0,8
4484,"HAWLEY, SL",,0.005576,0,5
4485,"HANLEY, CJ",,0.001329,0,4
4486,"LEVINE, AM",,0.270005,0,62
4487,"BRADT, H",,0.015771,0,10
4488,"REMILLARD, R",,0.057662,0,40
4489,"SHIREY, RE",,0.012485,0,8
4490,"SMITH, DA",,0.281838,0,80
4491,"LOEWENSTEIN, M",,0.012918,0,16
4492,"CONSELICE, CJ",,0.023299,0,26
4493,"BERNSTEIN, G",,0.040441,0,25
4494,"RHEE, G",,0.005022,0,9
4495,"BOUWENS, RJ",,0.002459,0,3
4496,"WEGNER, MJGG",,0.000426,0,1
4497,"SHOPBELL, P",,0.009049,0,11
4498,"COBLE, K",,0.013575,0,27
4499,"VERHEIJEN, MAW",,0.003075,0,10
4500,"PIERCE, MJ",,0.003918,0,12
4501,"HUANG, J",,0.001212,0,5
4502,"WAINSCOAT, RJ",,0.004747,0,9
4503,"COLLETT, JL",,0.000465,0,2
4504,"JACOBY, G",,0.083433,0,53
4505,"GALLEGO, J",,0.011171,0,19
4506,"ZAMORANO, J",,0.003224,0,10
4507,"VITORES, AG",,0.000765,0,3
4508,"CHRISTOPOULOU, PE",,0.002081,0,7
4509,"MUNDELL, CG",,0.007247,0,17
4510,"THEAN, AHC",,0.002081,0,7
4511,"GOUDIS, CD",,0.002081,0,7
4512,"DOEBEREINER, S",,0.008513,0,11
4513,"JUNKES, N",,0.004324,0,10
4514,"FOSBURY, R",,0.019788,0,26
4515,"FABBIANO, G",,0.005874,0,9
4516,"SCHREIER, EJ",,0.015114,0,18
4517,"GROSSMAN, SA",,0.000295,0,1
4518,"LEE, MH",,0.002319,0,5
4519,"SPYROMILIO, J",,0.163998,0,93
4520,"PAULO, HCNDS",,0.000482,0,1
4521,"MORALESRUEDA, L",,0.001578,0,4
4522,"STILL, MD",,0.00492,0,6
4523,"ROCHE, P",,0.039752,0,41
4524,"FORESTINI, M",,0.006239,0,7
4525,"GIRARD, L",,0.000918,0,5
4526,"TREMBLAY, G",,0.000918,0,5
4527,"LEMAITRE, G",,0.000918,0,5
4528,"TESSICINI, G",,0.003851,0,8
4529,"MUNARI, U",,0.004529,0,16
4530,"KIRAGA, M",,0.000865,0,2
4531,"YE, T",,0.001224,0,4
4532,"VILLUMSEN, J",,0.000912,0,1
4533,"SPAIN, JVADDVBV",,0.000175,0,1
4534,"MARLEY, M",,0.005212,0,20
4535,"KORANDA, S",,0.00044,0,2
4536,"STERGIOULAS, N",,0.004839,0,21
4537,"FRIEDMAN, JL",,0.000752,0,4
4538,"PORTER, TA",,0.000389,0,1
4539,"MUTOH, H",,0.000862,0,2
4540,"HIRAI, T",,0.000862,0,2
4541,"DENNERL, K",,0.026431,0,27
4542,"PREDEHL, P",,0.061857,0,34
4543,"YOSHIDA, S",,0.214227,0,122
4544,"DAI, H",,0.004837,0,3
4545,"JUI, CCH",,0.010318,0,8
4546,"SOMMERS, P",,0.071388,0,54
4547,"MARTINIS, L",,0.031479,0,37
4548,"BECCIANI, U",,0.001487,0,5
4549,"PAGLIARO, A",,0.014633,0,26
4550,"BOWEN, DV",,0.018667,0,23
4551,"TOLSTOY, E",,0.044654,0,45
4552,"BLADES, JC",,0.010195,0,22
4553,"OSMER, SJ",,0.002199,0,6
4554,"KAVELAARS, J",,0.002746,0,9
4555,"HANES, DA",,0.009982,0,16
4556,"GROOM, DE",,0.08785,0,41
4557,"NETZER, H",,0.063569,0,51
4558,"KASPI, S",,0.385874,0,120
4559,"TELFER, RC",,0.003289,0,5
4560,"GRIMES, JP",,0.003086,0,5
4561,"SCHWARZ, G",,0.00354,0,6
4562,"SHORE, S",,0.00354,0,6
4563,"SONNEBORN, G",,0.057125,0,63
4564,"YODH, GB",,0.053507,0,47
4565,"SALGADO, JFJ",,0.000858,0,4
4566,"WILCZEK, F",,0.000748,0,5
4567,"LARSSON, SE",,0.00046,0,2
4568,"ADAMS, JA",,0.000732,0,3
4569,"KERANEN, P",,0.000671,0,4
4570,"MAALAMPI, J",,0.000671,0,4
4571,"UIBO, H",,0.000534,0,3
4572,"HAXTON, ACWC",,0,0,0
4573,"CANUTO, VM",,0.000341,0,2
4574,"MAZZITELLI, I",,0.001135,0,7
4575,"OTTERBEIN, K",,0.00676,0,14
4576,"WITZEL, A",,0.01324,0,26
4577,"HEINES, A",,0.002834,0,5
4578,"MANNUCCI, F",,0.047857,0,41
4579,"THOMPSON, D",,0.061448,0,36
4580,"BECKWITH, SVW",,0.01371,0,18
4581,"CALDER, AC",,0.001737,0,8
4582,"BRUENN, SW",,0.001748,0,8
4583,"GUIDRY, MW",,0.001609,0,7
4584,"STRAYER, MR",,0.021309,0,15
4585,"UMAR, AS",,0.001464,0,6
4586,"TANIGUCHI, K",,0.008749,0,2
4587,"TALON, S",,0.00134,0,6
4588,"ZAHN, JP",,0.001278,0,3
4589,"JING, Y",,0.001756,0,4
4590,"MORELL, O",,0.000351,0,1
4591,"DRINKWATER, MJ",,0.028236,0,30
4592,"WEBSTER, RL",,0.050849,0,45
4593,"CONDON, JJ",,0.025832,0,28
4594,"ELLISON, SL",,0.025628,0,19
4595,"LOVELL, J",,0.013874,0,8
4596,"M, J",,0.000419,0,3
4597,"KAWALER, S",,0.012919,0,19
4598,"CIARDULLO, R",,0.091718,0,64
4599,"STOVER, R",,0.012919,0,19
4600,"KURODA, T",,0.012919,0,19
4601,"ISHIDA, T",,0.012919,0,19
4602,"ONO, T",,0.012919,0,19
4603,"TAMURA, S",,0.012919,0,19
4604,"MALASAN, H",,0.012919,0,19
4605,"YAMASAKI, A",,0.012919,0,19
4606,"HASHIMOTO, O",,0.012919,0,19
4607,"KAMBE, E",,0.012919,0,19
4608,"TAKEUTI, M",,0.120053,0,45
4609,"KATO, M",,0.029675,0,27
4610,"CHEN, JS",,0.019561,0,27
4611,"LEIBOWITZ, EM",,0.114388,0,79
4612,"ROTH, MM",,0.012919,0,19
4613,"SOFFNER, T",,0.013349,0,20
4614,"MITSCH, W",,0.012919,0,19
4615,"LAZZATI, D",,0.04849,0,34
4616,"HOWARD, AM",,0.000191,0,1
4617,"MARZIANI, P",,0.001428,0,8
4618,"CALVANI, M",,0.000767,0,4
4619,"SULENTIC, JW",,0.001862,0,7
4620,"KUDLICKI, A",,0.002605,0,7
4621,"VEERARAGHAVAN, S",,0.001406,0,4
4622,"PAPATHANASSIOU, H",,0.000384,0,1
4623,"FROGEL, ACQJA",,0,0,0
4624,"GAISSER, TK",,0.001811,0,8
4625,"MATSUSHITA, K",,0.025434,0,26
4626,"ISHIMARU, Y",,0.004275,0,5
4627,"OHASHI, T",,0.082485,0,59
4628,"DUCK, SR",,0.00103,0,3
4629,"ROSEN, SR",,0.004265,0,9
4630,"PTUSKIN, VS",,0.000418,0,2
4631,"MARASCHI, L",,0.407752,0,156
4632,"GARCIASEGURA, G",,0.001982,0,6
4633,"JR, RCF",,0.001847,0,2
4634,"CREMONESI, DI",,0.012232,0,7
4635,"MURAKAMI, T",,0.107209,0,55
4636,"HAMUY, M",,0.113893,0,67
4637,"PLUME, R",,0.002142,0,9
4638,"MARTINPINTADO, J",,0.005874,0,21
4639,"GOMEZGONZALEZ, J",,0.000978,0,4
4640,"SPERGEL, D",,0.011915,0,26
4641,"HOFLICH, P",,0.021825,0,10
4642,"DIWAN, MV",,0,0,0
4643,"GREENHILL, LJ",,0.013074,0,29
4644,"ANTONUCCI, R",,0.0363,0,32
4645,"BARVAINIS, R",,0.042826,0,35
4646,"DURRELL, PR",,0.002397,0,8
4647,"ARONS, J",,0.028349,0,15
4648,"CASSISI, S",,0.025101,0,37
4649,"STELLINGWERF, RF",,0.001946,0,5
4650,"JR, RKM",,0.005576,0,7
4651,"NEUSCHAEFER, LW",,0.00262,0,4
4652,"IIDA, K",,0.000406,0,2
4653,"SINCELL, MW",,0.001014,0,3
4654,"FESEN, RA",,0.079398,0,62
4655,"WU, CC",,0.007735,0,11
4656,"CRENSHAW, DM",,0.062687,0,66
4657,"NEUHAEUSER, R",,0.008929,0,25
4658,"COLLABORATION, M",,0.00174,0,3
4659,"REMILLARD, RA",,0.102113,0,57
4660,"COOKE, A",,0.000342,0,2
4661,"CARSWELL, B",,0.000342,0,2
4662,"MARCUM, P",,0.00083,0,1
4663,"WIEGERT, PA",,0.00019,0,1
4664,"HOLMAN, M",,0.002205,0,7
4665,"TUCKER, GS",,0.005083,0,10
4666,"GUSH, HP",,0.001099,0,4
4667,"HALPERN, M",,0.022919,0,22
4668,"TOWLSON, W",,0.001099,0,4
4669,"CAPUZZODOLCETTA, R",,0.003255,0,9
4670,"SORI, F",,0.000207,0,1
4671,"OGLEY, RN",,0.007132,0,6
4672,"BURNELL, SJB",,0.008629,0,8
4673,"FENDER, RP",,0.085652,0,84
4674,"NEWELL, SJ",,0.005172,0,7
4675,"WEINBERG, D",,0.002417,0,5
4676,"FIELD, GB",,0.001782,0,4
4677,"BACKUS, PR",,0.01087,0,13
4678,"WILSON, WE",,0.01087,0,13
4679,"DUPIN, JP",,0.009795,0,13
4680,"TILLOLES, P",,0.009795,0,13
4681,"MUROWINSKI, R",,0.009795,0,13
4682,"WOOFF, R",,0.009795,0,13
4683,"IOUMIS, GAL",,0.009795,0,13
4684,"EALES, S",,0.028433,0,37
4685,"EDMUNDS, M",,0.000661,0,1
4686,"METCALFE, N",,0.006643,0,9
4687,"MELLIER, LVWY",,0.000461,0,1
4688,"SUBRAMANIAN, K",,0.002518,0,4
4689,"LANDSMAN, WB",,0.024016,0,31
4690,"NEFF, SG",,0.036022,0,52
4691,"ROBERTS, MS",,0.026506,0,39
4692,"SMITH, AM",,0.026506,0,39
4693,"STECHER, TP",,0.029386,0,50
4694,"STAGGS, ST",,0.001883,0,5
4695,"JAROSIK, NC",,0.001017,0,3
4696,"ORITO, M",,0.000809,0,3
4697,"KAJINO, T",,0.006462,0,14
4698,"SCHULTHEIS, M",,0.021936,0,37
4699,"PARKER, JW",,0.013619,0,22
4700,"HILL, JK",,0.017027,0,25
4701,"RUGERS, MH",,0.001629,0,2
4702,"SAHRLING, M",,0.000283,0,2
4703,"ZEHAVI, I",,0.015271,0,17
4704,"PEIMBERT, A",,0.001548,0,3
4705,"LEE, YP",,0.000582,0,2
4706,"KALLMAN, TR",,0.019348,0,12
4707,"GONZALEZ, G",,0.006442,0,18
4708,"STURROCK, PA",,0.000466,0,3
4709,"WALTHER, G",,0.000148,0,1
4710,"BERNARDIS, PD",,0.065199,0,82
4711,"BALBI, A",,0.031591,0,37
4712,"MELCHIORRI, A",,0.037212,0,41
4713,"BROWN, EF",,0.003361,0,8
4714,"AUDIT, E",,0.000627,0,4
4715,"KODAMA, T",,0.010788,0,21
4716,"GREEN, BTJRF",,0.001232,0,2
4717,"BOROSON, TA",,0.009229,0,16
4718,"FIORE, F",,0.428098,0,163
4719,"TOVMASSIAN, G",,0.008997,0,6
